Index,Dataset,Isoclass,Cell 1,Cell 2,Cell 3,Class 1,Class 2,Class 3,Spatial Domain 1,Spatial Domain 2,Spatial Domain 3,Brainmap Layer 1,Brainmap Layer 2,Brainmap Layer 3,Anatomical Class 1,Anatomical Class 2,Anatomical Class 3
189,Synapse 4,2,FLPL,PVPL,AVAL,FLP,PVP,AVA,Avoidance,Avoidance,Unclassified,1,3,3,SN3,IN3,IN1
190,Synapse 4,2,PVPL,AUAL,AVAL,PVP,AUA,AVA,Avoidance,Taxis,Unclassified,3,3,3,IN3,IN3,IN1
191,Synapse 4,2,PVPL,SAADL,AVAL,PVP,SAAD,AVA,Avoidance,Lateral,Unclassified,3,3,3,IN3,IN2,IN1
192,Synapse 4,2,DVC,PVPL,AVAL,DVC,PVP,AVA,Lateral,Avoidance,Unclassified,3,3,3,IN2,IN3,IN1
193,Synapse 4,2,PVPL,RIBL,AVAL,PVP,RIB,AVA,Avoidance,Taxis,Unclassified,3,3,3,IN3,IN2,IN1
194,Synapse 4,2,PVPL,SAAVL,AVAL,PVP,SAAV,AVA,Avoidance,Lateral,Unclassified,3,3,3,IN3,IN2,IN1
195,Synapse 4,2,PVPL,BAGR,AVAL,PVP,BAG,AVA,Avoidance,Taxis,Unclassified,3,1,3,IN3,SN4,IN1
196,Synapse 4,2,PVPL,PVPR,AVAL,PVP,PVP,AVA,Avoidance,Avoidance,Unclassified,3,3,3,IN3,IN3,IN1
197,Synapse 4,2,PVPL,RICL,AVAL,PVP,RIC,AVA,Avoidance,Sublateral,Unclassified,3,3,3,IN3,IN2,IN1
198,Synapse 4,2,PVPL,FLPR,AVAL,PVP,FLP,AVA,Avoidance,Avoidance,Unclassified,3,1,3,IN3,SN3,IN1
199,Synapse 4,2,ASHL,FLPR,AVAL,ASH,FLP,AVA,Avoidance,Avoidance,Unclassified,1,1,3,SN5,SN3,IN1
200,Synapse 4,2,ADEL,FLPR,AVAL,ADE,FLP,AVA,Unclassified,Avoidance,Unclassified,1,1,3,SN3,SN3,IN1
201,Synapse 4,2,FLPR,ADER,AVAL,FLP,ADE,AVA,Avoidance,Unclassified,Unclassified,1,1,3,SN3,SN3,IN1
202,Synapse 4,2,FLPL,FLPR,AVAL,FLP,FLP,AVA,Avoidance,Avoidance,Unclassified,1,1,3,SN3,SN3,IN1
203,Synapse 4,2,FLPR,AUAL,AVAL,FLP,AUA,AVA,Avoidance,Taxis,Unclassified,1,3,3,SN3,IN3,IN1
204,Synapse 4,2,FLPR,SAADL,AVAL,FLP,SAAD,AVA,Avoidance,Lateral,Unclassified,1,3,3,SN3,IN2,IN1
205,Synapse 4,2,DVC,FLPR,AVAL,DVC,FLP,AVA,Lateral,Avoidance,Unclassified,3,1,3,IN2,SN3,IN1
206,Synapse 4,2,FLPR,RIBL,AVAL,FLP,RIB,AVA,Avoidance,Taxis,Unclassified,1,3,3,SN3,IN2,IN1
207,Synapse 4,2,FLPR,SAAVL,AVAL,FLP,SAAV,AVA,Avoidance,Lateral,Unclassified,1,3,3,SN3,IN2,IN1
208,Synapse 4,2,BAGR,FLPR,AVAL,BAG,FLP,AVA,Taxis,Avoidance,Unclassified,1,1,3,SN4,SN3,IN1
209,Synapse 4,2,AQR,FLPR,AVAL,AQR,FLP,AVA,Avoidance,Avoidance,Unclassified,1,1,3,SN4,SN3,IN1
210,Synapse 4,2,FLPR,PVPR,AVAL,FLP,PVP,AVA,Avoidance,Avoidance,Unclassified,1,3,3,SN3,IN3,IN1
211,Synapse 4,2,FLPR,RICL,AVAL,FLP,RIC,AVA,Avoidance,Sublateral,Unclassified,1,3,3,SN3,IN2,IN1
212,Synapse 4,2,ASHL,RICL,AVAL,ASH,RIC,AVA,Avoidance,Sublateral,Unclassified,1,3,3,SN5,IN2,IN1
213,Synapse 4,2,ADEL,RICL,AVAL,ADE,RIC,AVA,Unclassified,Sublateral,Unclassified,1,3,3,SN3,IN2,IN1
214,Synapse 4,2,ADER,RICL,AVAL,ADE,RIC,AVA,Unclassified,Sublateral,Unclassified,1,3,3,SN3,IN2,IN1
215,Synapse 4,2,FLPL,RICL,AVAL,FLP,RIC,AVA,Avoidance,Sublateral,Unclassified,1,3,3,SN3,IN2,IN1
216,Synapse 4,2,AUAL,RICL,AVAL,AUA,RIC,AVA,Taxis,Sublateral,Unclassified,3,3,3,IN3,IN2,IN1
217,Synapse 4,2,SAADL,RICL,AVAL,SAAD,RIC,AVA,Lateral,Sublateral,Unclassified,3,3,3,IN2,IN2,IN1
218,Synapse 4,2,DVC,RICL,AVAL,DVC,RIC,AVA,Lateral,Sublateral,Unclassified,3,3,3,IN2,IN2,IN1
219,Synapse 4,2,RICL,RIBL,AVAL,RIC,RIB,AVA,Sublateral,Taxis,Unclassified,3,3,3,IN2,IN2,IN1
220,Synapse 4,2,SAAVL,RICL,AVAL,SAAV,RIC,AVA,Lateral,Sublateral,Unclassified,3,3,3,IN2,IN2,IN1
221,Synapse 4,2,BAGR,RICL,AVAL,BAG,RIC,AVA,Taxis,Sublateral,Unclassified,1,3,3,SN4,IN2,IN1
222,Synapse 4,2,AQR,RICL,AVAL,AQR,RIC,AVA,Avoidance,Sublateral,Unclassified,1,3,3,SN4,IN2,IN1
223,Synapse 4,2,PVPR,RICL,AVAL,PVP,RIC,AVA,Avoidance,Sublateral,Unclassified,3,3,3,IN3,IN2,IN1
224,Synapse 4,2,ASHL,PVPR,AVAL,ASH,PVP,AVA,Avoidance,Avoidance,Unclassified,1,3,3,SN5,IN3,IN1
225,Synapse 4,2,ADEL,PVPR,AVAL,ADE,PVP,AVA,Unclassified,Avoidance,Unclassified,1,3,3,SN3,IN3,IN1
226,Synapse 4,2,PVPR,ADER,AVAL,PVP,ADE,AVA,Avoidance,Unclassified,Unclassified,3,1,3,IN3,SN3,IN1
227,Synapse 4,2,FLPL,PVPR,AVAL,FLP,PVP,AVA,Avoidance,Avoidance,Unclassified,1,3,3,SN3,IN3,IN1
228,Synapse 4,2,PVPR,AUAL,AVAL,PVP,AUA,AVA,Avoidance,Taxis,Unclassified,3,3,3,IN3,IN3,IN1
229,Synapse 4,2,PVPR,SAADL,AVAL,PVP,SAAD,AVA,Avoidance,Lateral,Unclassified,3,3,3,IN3,IN2,IN1
230,Synapse 4,2,DVC,PVPR,AVAL,DVC,PVP,AVA,Lateral,Avoidance,Unclassified,3,3,3,IN2,IN3,IN1
231,Synapse 4,2,PVPR,RIBL,AVAL,PVP,RIB,AVA,Avoidance,Taxis,Unclassified,3,3,3,IN3,IN2,IN1
232,Synapse 4,2,PVPR,SAAVL,AVAL,PVP,SAAV,AVA,Avoidance,Lateral,Unclassified,3,3,3,IN3,IN2,IN1
233,Synapse 4,2,BAGR,PVPR,AVAL,BAG,PVP,AVA,Taxis,Avoidance,Unclassified,1,3,3,SN4,IN3,IN1
234,Synapse 4,2,AQR,PVPR,AVAL,AQR,PVP,AVA,Avoidance,Avoidance,Unclassified,1,3,3,SN4,IN3,IN1
235,Synapse 4,2,ASHL,AQR,AVAL,ASH,AQR,AVA,Avoidance,Avoidance,Unclassified,1,1,3,SN5,SN4,IN1
236,Synapse 4,2,ADEL,AQR,AVAL,ADE,AQR,AVA,Unclassified,Avoidance,Unclassified,1,1,3,SN3,SN4,IN1
237,Synapse 4,2,AQR,ADER,AVAL,AQR,ADE,AVA,Avoidance,Unclassified,Unclassified,1,1,3,SN4,SN3,IN1
238,Synapse 4,2,AQR,FLPL,AVAL,AQR,FLP,AVA,Avoidance,Avoidance,Unclassified,1,1,3,SN4,SN3,IN1
239,Synapse 4,2,AQR,AUAL,AVAL,AQR,AUA,AVA,Avoidance,Taxis,Unclassified,1,3,3,SN4,IN3,IN1
240,Synapse 4,2,AQR,SAADL,AVAL,AQR,SAAD,AVA,Avoidance,Lateral,Unclassified,1,3,3,SN4,IN2,IN1
241,Synapse 4,2,AQR,DVC,AVAL,AQR,DVC,AVA,Avoidance,Lateral,Unclassified,1,3,3,SN4,IN2,IN1
242,Synapse 4,2,AQR,RIBL,AVAL,AQR,RIB,AVA,Avoidance,Taxis,Unclassified,1,3,3,SN4,IN2,IN1
243,Synapse 4,2,AQR,SAAVL,AVAL,AQR,SAAV,AVA,Avoidance,Lateral,Unclassified,1,3,3,SN4,IN2,IN1
244,Synapse 4,2,AQR,BAGR,AVAL,AQR,BAG,AVA,Avoidance,Taxis,Unclassified,1,1,3,SN4,SN4,IN1
245,Synapse 4,2,ASHL,BAGR,AVAL,ASH,BAG,AVA,Avoidance,Taxis,Unclassified,1,1,3,SN5,SN4,IN1
246,Synapse 4,2,ADEL,BAGR,AVAL,ADE,BAG,AVA,Unclassified,Taxis,Unclassified,1,1,3,SN3,SN4,IN1
247,Synapse 4,2,BAGR,ADER,AVAL,BAG,ADE,AVA,Taxis,Unclassified,Unclassified,1,1,3,SN4,SN3,IN1
248,Synapse 4,2,FLPL,BAGR,AVAL,FLP,BAG,AVA,Avoidance,Taxis,Unclassified,1,1,3,SN3,SN4,IN1
249,Synapse 4,2,BAGR,AUAL,AVAL,BAG,AUA,AVA,Taxis,Taxis,Unclassified,1,3,3,SN4,IN3,IN1
250,Synapse 4,2,BAGR,SAADL,AVAL,BAG,SAAD,AVA,Taxis,Lateral,Unclassified,1,3,3,SN4,IN2,IN1
251,Synapse 4,2,DVC,BAGR,AVAL,DVC,BAG,AVA,Lateral,Taxis,Unclassified,3,1,3,IN2,SN4,IN1
252,Synapse 4,2,BAGR,SAAVL,AVAL,BAG,SAAV,AVA,Taxis,Lateral,Unclassified,1,3,3,SN4,IN2,IN1
253,Synapse 4,2,ASHL,SAAVL,AVAL,ASH,SAAV,AVA,Avoidance,Lateral,Unclassified,1,3,3,SN5,IN2,IN1
254,Synapse 4,2,ADEL,SAAVL,AVAL,ADE,SAAV,AVA,Unclassified,Lateral,Unclassified,1,3,3,SN3,IN2,IN1
255,Synapse 4,2,ADER,SAAVL,AVAL,ADE,SAAV,AVA,Unclassified,Lateral,Unclassified,1,3,3,SN3,IN2,IN1
256,Synapse 4,2,FLPL,SAAVL,AVAL,FLP,SAAV,AVA,Avoidance,Lateral,Unclassified,1,3,3,SN3,IN2,IN1
257,Synapse 4,2,SAAVL,AUAL,AVAL,SAAV,AUA,AVA,Lateral,Taxis,Unclassified,3,3,3,IN2,IN3,IN1
258,Synapse 4,2,SAAVL,SAADL,AVAL,SAAV,SAAD,AVA,Lateral,Lateral,Unclassified,3,3,3,IN2,IN2,IN1
259,Synapse 4,2,DVC,SAAVL,AVAL,DVC,SAAV,AVA,Lateral,Lateral,Unclassified,3,3,3,IN2,IN2,IN1
260,Synapse 4,2,SAAVL,RIBL,AVAL,SAAV,RIB,AVA,Lateral,Taxis,Unclassified,3,3,3,IN2,IN2,IN1
261,Synapse 4,2,ASHL,RIBL,AVAL,ASH,RIB,AVA,Avoidance,Taxis,Unclassified,1,3,3,SN5,IN2,IN1
262,Synapse 4,2,ADEL,RIBL,AVAL,ADE,RIB,AVA,Unclassified,Taxis,Unclassified,1,3,3,SN3,IN2,IN1
263,Synapse 4,2,ADER,RIBL,AVAL,ADE,RIB,AVA,Unclassified,Taxis,Unclassified,1,3,3,SN3,IN2,IN1
264,Synapse 4,2,FLPL,RIBL,AVAL,FLP,RIB,AVA,Avoidance,Taxis,Unclassified,1,3,3,SN3,IN2,IN1
265,Synapse 4,2,SAADL,RIBL,AVAL,SAAD,RIB,AVA,Lateral,Taxis,Unclassified,3,3,3,IN2,IN2,IN1
266,Synapse 4,2,ASHL,DVC,AVAL,ASH,DVC,AVA,Avoidance,Lateral,Unclassified,1,3,3,SN5,IN2,IN1
267,Synapse 4,2,ADEL,DVC,AVAL,ADE,DVC,AVA,Unclassified,Lateral,Unclassified,1,3,3,SN3,IN2,IN1
268,Synapse 4,2,DVC,ADER,AVAL,DVC,ADE,AVA,Lateral,Unclassified,Unclassified,3,1,3,IN2,SN3,IN1
269,Synapse 4,2,FLPL,DVC,AVAL,FLP,DVC,AVA,Avoidance,Lateral,Unclassified,1,3,3,SN3,IN2,IN1
270,Synapse 4,2,DVC,AUAL,AVAL,DVC,AUA,AVA,Lateral,Taxis,Unclassified,3,3,3,IN2,IN3,IN1
271,Synapse 4,2,DVC,SAADL,AVAL,DVC,SAAD,AVA,Lateral,Lateral,Unclassified,3,3,3,IN2,IN2,IN1
272,Synapse 4,2,ASHL,SAADL,AVAL,ASH,SAAD,AVA,Avoidance,Lateral,Unclassified,1,3,3,SN5,IN2,IN1
273,Synapse 4,2,ADEL,SAADL,AVAL,ADE,SAAD,AVA,Unclassified,Lateral,Unclassified,1,3,3,SN3,IN2,IN1
274,Synapse 4,2,ADER,SAADL,AVAL,ADE,SAAD,AVA,Unclassified,Lateral,Unclassified,1,3,3,SN3,IN2,IN1
275,Synapse 4,2,FLPL,SAADL,AVAL,FLP,SAAD,AVA,Avoidance,Lateral,Unclassified,1,3,3,SN3,IN2,IN1
276,Synapse 4,2,SAADL,AUAL,AVAL,SAAD,AUA,AVA,Lateral,Taxis,Unclassified,3,3,3,IN2,IN3,IN1
277,Synapse 4,2,ASHL,AUAL,AVAL,ASH,AUA,AVA,Avoidance,Taxis,Unclassified,1,3,3,SN5,IN3,IN1
278,Synapse 4,2,ADEL,AUAL,AVAL,ADE,AUA,AVA,Unclassified,Taxis,Unclassified,1,3,3,SN3,IN3,IN1
279,Synapse 4,2,ADER,AUAL,AVAL,ADE,AUA,AVA,Unclassified,Taxis,Unclassified,1,3,3,SN3,IN3,IN1
280,Synapse 4,2,FLPL,AUAL,AVAL,FLP,AUA,AVA,Avoidance,Taxis,Unclassified,1,3,3,SN3,IN3,IN1
281,Synapse 4,2,ASHL,FLPL,AVAL,ASH,FLP,AVA,Avoidance,Avoidance,Unclassified,1,1,3,SN5,SN3,IN1
282,Synapse 4,2,FLPL,ADER,AVAL,FLP,ADE,AVA,Avoidance,Unclassified,Unclassified,1,1,3,SN3,SN3,IN1
283,Synapse 4,2,ASHL,ADER,AVAL,ASH,ADE,AVA,Avoidance,Unclassified,Unclassified,1,1,3,SN5,SN3,IN1
284,Synapse 4,2,ASHL,ADEL,AVAL,ASH,ADE,AVA,Avoidance,Unclassified,Unclassified,1,1,3,SN5,SN3,IN1
285,Synapse 4,2,ASHL,AVJL,AVBL,ASH,AVJ,AVB,Avoidance,Avoidance,Avoidance,1,2,3,SN5,IN2,IN1
286,Synapse 4,2,AVJL,AIBL,AVBL,AVJ,AIB,AVB,Avoidance,Taxis,Avoidance,2,3,3,IN2,IN2,IN1
287,Synapse 4,2,RIFL,AVJL,AVBL,RIF,AVJ,AVB,Avoidance,Avoidance,Avoidance,3,2,3,IN3,IN2,IN1
288,Synapse 4,2,RIMR,AVJL,AVBL,RIM,AVJ,AVB,Lateral,Avoidance,Avoidance,3,2,3,IN1,IN2,IN1
289,Synapse 4,2,AVJL,PVCL,AVBL,AVJ,PVC,AVB,Avoidance,Avoidance,Avoidance,2,3,3,IN2,IN1,IN1
290,Synapse 4,2,AQR,AVJL,AVBL,AQR,AVJ,AVB,Avoidance,Avoidance,Avoidance,1,2,3,SN4,IN2,IN1
291,Synapse 4,2,PVPR,AVJL,AVBL,PVP,AVJ,AVB,Avoidance,Avoidance,Avoidance,3,2,3,IN3,IN2,IN1
292,Synapse 4,2,PVPL,AVJL,AVBL,PVP,AVJ,AVB,Avoidance,Avoidance,Avoidance,3,2,3,IN3,IN2,IN1
293,Synapse 4,2,AVM,AVJL,AVBL,AVM,AVJ,AVB,Avoidance,Avoidance,Avoidance,1,2,3,SN3,IN2,IN1
294,Synapse 4,2,AVFL,AVJL,AVBL,AVF,AVJ,AVB,Taxis,Avoidance,Avoidance,3,2,3,IN3,IN2,IN1
295,Synapse 4,2,ASHL,RIFR,AVBL,ASH,RIF,AVB,Avoidance,Avoidance,Avoidance,1,3,3,SN5,IN3,IN1
296,Synapse 4,2,RIFR,AIBL,AVBL,RIF,AIB,AVB,Avoidance,Taxis,Avoidance,3,3,3,IN3,IN2,IN1
297,Synapse 4,2,RIFL,RIFR,AVBL,RIF,RIF,AVB,Avoidance,Avoidance,Avoidance,3,3,3,IN3,IN3,IN1
298,Synapse 4,2,RIFR,RIMR,AVBL,RIF,RIM,AVB,Avoidance,Lateral,Avoidance,3,3,3,IN3,IN1,IN1
299,Synapse 4,2,ADAR,RIFR,AVBL,ADA,RIF,AVB,Avoidance,Avoidance,Avoidance,3,3,3,IN3,IN3,IN1
300,Synapse 4,2,RIFR,PVCL,AVBL,RIF,PVC,AVB,Avoidance,Avoidance,Avoidance,3,3,3,IN3,IN1,IN1
301,Synapse 4,2,AQR,RIFR,AVBL,AQR,RIF,AVB,Avoidance,Avoidance,Avoidance,1,3,3,SN4,IN3,IN1
302,Synapse 4,2,RIFR,PVPR,AVBL,RIF,PVP,AVB,Avoidance,Avoidance,Avoidance,3,3,3,IN3,IN3,IN1
303,Synapse 4,2,PVPL,RIFR,AVBL,PVP,RIF,AVB,Avoidance,Avoidance,Avoidance,3,3,3,IN3,IN3,IN1
304,Synapse 4,2,AVM,RIFR,AVBL,AVM,RIF,AVB,Avoidance,Avoidance,Avoidance,1,3,3,SN3,IN3,IN1
305,Synapse 4,2,RIFR,PVCR,AVBL,RIF,PVC,AVB,Avoidance,Avoidance,Avoidance,3,3,3,IN3,IN1,IN1
306,Synapse 4,2,RIFR,AVFL,AVBL,RIF,AVF,AVB,Avoidance,Taxis,Avoidance,3,3,3,IN3,IN3,IN1
307,Synapse 4,2,ASHL,AVFL,AVBL,ASH,AVF,AVB,Avoidance,Taxis,Avoidance,1,3,3,SN5,IN3,IN1
308,Synapse 4,2,AVFL,AIBL,AVBL,AVF,AIB,AVB,Taxis,Taxis,Avoidance,3,3,3,IN3,IN2,IN1
309,Synapse 4,2,RIFL,AVFL,AVBL,RIF,AVF,AVB,Avoidance,Taxis,Avoidance,3,3,3,IN3,IN3,IN1
310,Synapse 4,2,AVFL,RIMR,AVBL,AVF,RIM,AVB,Taxis,Lateral,Avoidance,3,3,3,IN3,IN1,IN1
311,Synapse 4,2,ADAR,AVFL,AVBL,ADA,AVF,AVB,Avoidance,Taxis,Avoidance,3,3,3,IN3,IN3,IN1
312,Synapse 4,2,AVFL,PVCL,AVBL,AVF,PVC,AVB,Taxis,Avoidance,Avoidance,3,3,3,IN3,IN1,IN1
313,Synapse 4,2,AQR,AVFL,AVBL,AQR,AVF,AVB,Avoidance,Taxis,Avoidance,1,3,3,SN4,IN3,IN1
314,Synapse 4,2,PVPR,AVFL,AVBL,PVP,AVF,AVB,Avoidance,Taxis,Avoidance,3,3,3,IN3,IN3,IN1
315,Synapse 4,2,PVPL,AVFL,AVBL,PVP,AVF,AVB,Avoidance,Taxis,Avoidance,3,3,3,IN3,IN3,IN1
316,Synapse 4,2,AVM,AVFL,AVBL,AVM,AVF,AVB,Avoidance,Taxis,Avoidance,1,3,3,SN3,IN3,IN1
317,Synapse 4,2,PVCR,AVFL,AVBL,PVC,AVF,AVB,Avoidance,Taxis,Avoidance,3,3,3,IN1,IN3,IN1
318,Synapse 4,2,ASHL,PVCR,AVBL,ASH,PVC,AVB,Avoidance,Avoidance,Avoidance,1,3,3,SN5,IN1,IN1
319,Synapse 4,2,PVCR,AIBL,AVBL,PVC,AIB,AVB,Avoidance,Taxis,Avoidance,3,3,3,IN1,IN2,IN1
320,Synapse 4,2,RIFL,PVCR,AVBL,RIF,PVC,AVB,Avoidance,Avoidance,Avoidance,3,3,3,IN3,IN1,IN1
321,Synapse 4,2,PVCR,RIMR,AVBL,PVC,RIM,AVB,Avoidance,Lateral,Avoidance,3,3,3,IN1,IN1,IN1
322,Synapse 4,2,ADAR,PVCR,AVBL,ADA,PVC,AVB,Avoidance,Avoidance,Avoidance,3,3,3,IN3,IN1,IN1
323,Synapse 4,2,PVCR,PVCL,AVBL,PVC,PVC,AVB,Avoidance,Avoidance,Avoidance,3,3,3,IN1,IN1,IN1
324,Synapse 4,2,AQR,PVCR,AVBL,AQR,PVC,AVB,Avoidance,Avoidance,Avoidance,1,3,3,SN4,IN1,IN1
325,Synapse 4,2,PVCR,PVPR,AVBL,PVC,PVP,AVB,Avoidance,Avoidance,Avoidance,3,3,3,IN1,IN3,IN1
326,Synapse 4,2,PVPL,PVCR,AVBL,PVP,PVC,AVB,Avoidance,Avoidance,Avoidance,3,3,3,IN3,IN1,IN1
327,Synapse 4,2,AVM,PVCR,AVBL,AVM,PVC,AVB,Avoidance,Avoidance,Avoidance,1,3,3,SN3,IN1,IN1
328,Synapse 4,2,ASHL,AVM,AVBL,ASH,AVM,AVB,Avoidance,Avoidance,Avoidance,1,1,3,SN5,SN3,IN1
329,Synapse 4,2,AVM,AIBL,AVBL,AVM,AIB,AVB,Avoidance,Taxis,Avoidance,1,3,3,SN3,IN2,IN1
330,Synapse 4,2,AVM,RIFL,AVBL,AVM,RIF,AVB,Avoidance,Avoidance,Avoidance,1,3,3,SN3,IN3,IN1
331,Synapse 4,2,AVM,RIMR,AVBL,AVM,RIM,AVB,Avoidance,Lateral,Avoidance,1,3,3,SN3,IN1,IN1
332,Synapse 4,2,AVM,ADAR,AVBL,AVM,ADA,AVB,Avoidance,Avoidance,Avoidance,1,3,3,SN3,IN3,IN1
333,Synapse 4,2,AQR,AVM,AVBL,AQR,AVM,AVB,Avoidance,Avoidance,Avoidance,1,1,3,SN4,SN3,IN1
334,Synapse 4,2,AVM,PVPR,AVBL,AVM,PVP,AVB,Avoidance,Avoidance,Avoidance,1,3,3,SN3,IN3,IN1
335,Synapse 4,2,PVPL,AVM,AVBL,PVP,AVM,AVB,Avoidance,Avoidance,Avoidance,3,1,3,IN3,SN3,IN1
336,Synapse 4,2,ASHL,PVPL,AVBL,ASH,PVP,AVB,Avoidance,Avoidance,Avoidance,1,3,3,SN5,IN3,IN1
337,Synapse 4,2,PVPL,AIBL,AVBL,PVP,AIB,AVB,Avoidance,Taxis,Avoidance,3,3,3,IN3,IN2,IN1
338,Synapse 4,2,PVPL,RIFL,AVBL,PVP,RIF,AVB,Avoidance,Avoidance,Avoidance,3,3,3,IN3,IN3,IN1
339,Synapse 4,2,PVPL,RIMR,AVBL,PVP,RIM,AVB,Avoidance,Lateral,Avoidance,3,3,3,IN3,IN1,IN1
340,Synapse 4,2,PVPL,ADAR,AVBL,PVP,ADA,AVB,Avoidance,Avoidance,Avoidance,3,3,3,IN3,IN3,IN1
341,Synapse 4,2,PVPL,PVPR,AVBL,PVP,PVP,AVB,Avoidance,Avoidance,Avoidance,3,3,3,IN3,IN3,IN1
342,Synapse 4,2,ASHL,PVPR,AVBL,ASH,PVP,AVB,Avoidance,Avoidance,Avoidance,1,3,3,SN5,IN3,IN1
343,Synapse 4,2,PVPR,AIBL,AVBL,PVP,AIB,AVB,Avoidance,Taxis,Avoidance,3,3,3,IN3,IN2,IN1
344,Synapse 4,2,RIFL,PVPR,AVBL,RIF,PVP,AVB,Avoidance,Avoidance,Avoidance,3,3,3,IN3,IN3,IN1
345,Synapse 4,2,PVPR,RIMR,AVBL,PVP,RIM,AVB,Avoidance,Lateral,Avoidance,3,3,3,IN3,IN1,IN1
346,Synapse 4,2,ADAR,PVPR,AVBL,ADA,PVP,AVB,Avoidance,Avoidance,Avoidance,3,3,3,IN3,IN3,IN1
347,Synapse 4,2,PVPR,PVCL,AVBL,PVP,PVC,AVB,Avoidance,Avoidance,Avoidance,3,3,3,IN3,IN1,IN1
348,Synapse 4,2,AQR,PVPR,AVBL,AQR,PVP,AVB,Avoidance,Avoidance,Avoidance,1,3,3,SN4,IN3,IN1
349,Synapse 4,2,ASHL,AQR,AVBL,ASH,AQR,AVB,Avoidance,Avoidance,Avoidance,1,1,3,SN5,SN4,IN1
350,Synapse 4,2,AQR,AIBL,AVBL,AQR,AIB,AVB,Avoidance,Taxis,Avoidance,1,3,3,SN4,IN2,IN1
351,Synapse 4,2,AQR,RIFL,AVBL,AQR,RIF,AVB,Avoidance,Avoidance,Avoidance,1,3,3,SN4,IN3,IN1
352,Synapse 4,2,AQR,RIMR,AVBL,AQR,RIM,AVB,Avoidance,Lateral,Avoidance,1,3,3,SN4,IN1,IN1
353,Synapse 4,2,AQR,ADAR,AVBL,AQR,ADA,AVB,Avoidance,Avoidance,Avoidance,1,3,3,SN4,IN3,IN1
354,Synapse 4,2,ASHL,PVCL,AVBL,ASH,PVC,AVB,Avoidance,Avoidance,Avoidance,1,3,3,SN5,IN1,IN1
355,Synapse 4,2,PVCL,AIBL,AVBL,PVC,AIB,AVB,Avoidance,Taxis,Avoidance,3,3,3,IN1,IN2,IN1
356,Synapse 4,2,RIFL,PVCL,AVBL,RIF,PVC,AVB,Avoidance,Avoidance,Avoidance,3,3,3,IN3,IN1,IN1
357,Synapse 4,2,RIMR,PVCL,AVBL,RIM,PVC,AVB,Lateral,Avoidance,Avoidance,3,3,3,IN1,IN1,IN1
358,Synapse 4,2,ADAR,PVCL,AVBL,ADA,PVC,AVB,Avoidance,Avoidance,Avoidance,3,3,3,IN3,IN1,IN1
359,Synapse 4,2,ASHL,ADAR,AVBL,ASH,ADA,AVB,Avoidance,Avoidance,Avoidance,1,3,3,SN5,IN3,IN1
360,Synapse 4,2,ADAR,RIFL,AVBL,ADA,RIF,AVB,Avoidance,Avoidance,Avoidance,3,3,3,IN3,IN3,IN1
361,Synapse 4,2,ADAR,RIMR,AVBL,ADA,RIM,AVB,Avoidance,Lateral,Avoidance,3,3,3,IN3,IN1,IN1
362,Synapse 4,2,ASHL,RIMR,AVBL,ASH,RIM,AVB,Avoidance,Lateral,Avoidance,1,3,3,SN5,IN1,IN1
363,Synapse 4,2,RIFL,RIMR,AVBL,RIF,RIM,AVB,Avoidance,Lateral,Avoidance,3,3,3,IN3,IN1,IN1
364,Synapse 4,2,ASHL,RIFL,AVBL,ASH,RIF,AVB,Avoidance,Avoidance,Avoidance,1,3,3,SN5,IN3,IN1
365,Synapse 4,2,RIFL,AIBL,AVBL,RIF,AIB,AVB,Avoidance,Taxis,Avoidance,3,3,3,IN3,IN2,IN1
366,Synapse 4,2,RIBR,AIBR,SMDVL,RIB,AIB,SMDV,Taxis,Taxis,Lateral,3,3,3,IN2,IN2,SMN
367,Synapse 4,2,AIBR,RICR,SMDVL,AIB,RIC,SMDV,Taxis,Sublateral,Lateral,3,3,3,IN2,IN2,SMN
368,Synapse 4,2,OLLR,AIBR,SMDVL,OLL,AIB,SMDV,Anterior,Taxis,Lateral,1,3,3,SN1,IN2,SMN
369,Synapse 4,2,RIS,AIBR,SMDVL,RIS,AIB,SMDV,Lateral,Taxis,Lateral,3,3,3,IN3,IN2,SMN
370,Synapse 4,2,URYVR,AIBR,SMDVL,URYV,AIB,SMDV,Anterior,Taxis,Lateral,1,3,3,SN1,IN2,SMN
371,Synapse 4,2,RIVL,AIBR,SMDVL,RIV,AIB,SMDV,Lateral,Taxis,Lateral,3,3,3,HMN,IN2,SMN
372,Synapse 4,2,RIMR,AIBR,SMDDL,RIM,AIB,SMDD,Lateral,Taxis,Lateral,3,3,3,IN1,IN2,SMN
373,Synapse 4,2,AIBR,RICL,SMDDL,AIB,RIC,SMDD,Taxis,Sublateral,Lateral,3,3,3,IN2,IN2,SMN
374,Synapse 4,2,AIBR,RICR,SMDDL,AIB,RIC,SMDD,Taxis,Sublateral,Lateral,3,3,3,IN2,IN2,SMN
375,Synapse 4,2,OLLR,AIBR,SMDDL,OLL,AIB,SMDD,Anterior,Taxis,Lateral,1,3,3,SN1,IN2,SMN
376,Synapse 4,2,URYDR,AIBR,SMDDL,URYD,AIB,SMDD,Anterior,Taxis,Lateral,1,3,3,SN1,IN2,SMN
377,Synapse 4,2,SAAVR,AIBR,SMDDL,SAAV,AIB,SMDD,Lateral,Taxis,Lateral,3,3,3,IN2,IN2,SMN
